Name	Length	EffectiveLength	TPM	NumReads
lcl|NZ_CP020549.1_cds_WP_000090353.1_314	2082	1832.000	870.956734	33871.000
lcl|NZ_CP020549.1_cds_WP_000071372.1_315	4392	4142.000	22.280163	1959.000
lcl|NZ_CP020549.1_cds_WP_000041492.1_316	264	25.725	1298.340109	709.000
lcl|NZ_CP020549.1_cds_WP_000913054.1_317	279	34.644	1026.631759	755.000
lcl|NZ_CP020549.1_cds_WP_000776632.1_318	153	5.322	1035.697971	117.000
lcl|NZ_CP020549.1_cds_WP_000243961.1_319	1242	992.000	208.186665	4384.000
lcl|NZ_CP020549.1_cds_WP_000266273.1_320	981	731.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001234898.1_321	723	473.000	49.298998	495.000
lcl|NZ_CP020549.1_cds_WP_000991634.1_322	1335	1085.000	158.951278	3661.000
lcl|NZ_CP020549.1_cds_WP_000136861.1_323	912	662.000	349.893805	4917.000
lcl|NZ_CP020549.1_cds_WP_000022715.1_324	804	554.000	212.495885	2499.000
lcl|NZ_CP020549.1_cds_WP_000021975.1_325	990	740.000	238.277010	3743.000
lcl|NZ_CP020549.1_cds_WP_000649161.1_326	1020	770.000	46.373782	758.000
lcl|NZ_CP020549.1_cds_WP_000162363.1_327	813	563.000	66.436408	794.000
lcl|NZ_CP020549.1_cds_WP_000359281.1_328	1419	1169.000	59.277816	1471.000
lcl|NZ_CP020549.1_cds_WP_000660465.1_329	708	458.000	10.594142	103.000
lcl|NZ_CP020549.1_cds_WP_000240981.1_330	981	731.000	72.434083	1124.000
lcl|NZ_CP020549.1_cds_WP_000658425.1_331	1323	1073.000	84.249879	1919.000
lcl|NZ_CP020549.1_cds_WP_000380924.1_332	555	305.000	158.467991	1026.000
lcl|NZ_CP020549.1_cds_WP_000372534.1_333	813	563.000	111.285166	1330.000
lcl|NZ_CP020549.1_cds_WP_000886031.1_334	318	68.234	599.253071	868.000
lcl|NZ_CP020549.1_cds_WP_001044624.1_335	447	197.000	2648.565701	11076.000
lcl|NZ_CP020549.1_cds_WP_000075973.1_336	393	143.000	4234.113520	12853.000
lcl|NZ_CP020549.1_cds_337	1122	872.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001842056.1_338	690	440.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000199095.1_339	471	221.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000370602.1_340	891	641.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000755582.1_341	1212	962.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_029658590.1_342	402	152.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001106634.1_343	1209	959.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000050748.1_344	177	6.769	2679.548577	385.000
lcl|NZ_CP020549.1_cds_WP_000688744.1_345	2214	1964.000	35.882620	1496.000
lcl|NZ_CP020549.1_cds_WP_000203063.1_346	477	227.000	68.275371	329.000
lcl|NZ_CP020549.1_cds_WP_061630291.1_347	3204	2954.000	6.346972	398.000
lcl|NZ_CP020549.1_cds_348	377	127.000	7.418570	20.000
lcl|NZ_CP020549.1_cds_349	63	2.766	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_050083975.1_350	630	380.000	10.785237	87.000
lcl|NZ_CP020549.1_cds_WP_016569561.1_351	1002	752.000	10.210895	163.000
lcl|NZ_CP020549.1_cds_WP_016569562.1_352	642	392.000	15.382182	128.000
lcl|NZ_CP020549.1_cds_WP_000185874.1_353	816	566.000	8.988793	108.000
lcl|NZ_CP020549.1_cds_WP_000706826.1_354	435	185.000	11.204048	44.000
lcl|NZ_CP020549.1_cds_WP_000592918.1_355	1191	941.000	7.759542	155.000
lcl|NZ_CP020549.1_cds_WP_000178627.1_356	492	242.000	9.538383	49.000
lcl|NZ_CP020549.1_cds_WP_000026610.1_357	780	530.000	7.643928	86.000
lcl|NZ_CP020549.1_cds_WP_000148012.1_358	819	569.000	10.348843	125.000
lcl|NZ_CP020549.1_cds_WP_000381739.1_359	294	46.126	30.638797	30.000
lcl|NZ_CP020549.1_cds_WP_208912198.1_360	1902	1652.000	5.617592	197.000
lcl|NZ_CP020549.1_cds_WP_000412453.1_361	1002	752.000	159.615704	2548.000
lcl|NZ_CP020549.1_cds_WP_000838121.1_362	336	86.025	89.259926	163.000
lcl|NZ_CP020549.1_cds_WP_000711739.1_363	243	17.264	264.678771	97.000
lcl|NZ_CP020549.1_cds_WP_023396140.1_364	543	293.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001082472.1_365	195	8.348	598.182408	106.000
lcl|NZ_CP020549.1_cds_WP_000159408.1_366	951	701.000	60.010532	893.000
lcl|NZ_CP020549.1_cds_WP_000818547.1_367	318	68.234	249.918907	362.000
lcl|NZ_CP020549.1_cds_WP_208912200.1_368	2253	2003.000	38.970465	1657.000
lcl|NZ_CP020549.1_cds_WP_208912202.1_369	981	731.000	37.699234	585.000
lcl|NZ_CP020549.1_cds_WP_001063409.1_370	2106	1856.000	1007.998049	39714.000
lcl|NZ_CP020549.1_cds_WP_000032550.1_371	483	233.000	131.821335	652.000
lcl|NZ_CP020549.1_cds_WP_000743629.1_372	1485	1235.000	92.194227	2417.000
lcl|NZ_CP020549.1_cds_WP_001156847.1_373	1608	1358.000	42.459579	1224.000
lcl|NZ_CP020549.1_cds_WP_001022224.1_374	174	6.553	158.144307	22.000
lcl|NZ_CP020549.1_cds_375	173	6.484	111.933379	15.407
lcl|NZ_CP020549.1_cds_WP_000091050.1_376	1446	1196.000	426.610371	10831.000
lcl|NZ_CP020549.1_cds_WP_000565355.1_377	732	482.000	277.565404	2840.000
lcl|NZ_CP020549.1_cds_WP_208912233.1_378	693	443.000	172.799974	1625.000
lcl|NZ_CP020549.1_cds_WP_001142552.1_379	690	440.000	91.967529	859.000
lcl|NZ_CP020549.1_cds_WP_001291066.1_380	1362	1112.000	245.410293	5793.000
lcl|NZ_CP020549.1_cds_WP_001005725.1_381	744	494.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001076780.1_382	825	575.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000458862.1_383	879	629.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000221686.1_384	1335	1085.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001085099.1_385	1425	1175.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000723325.1_386	1089	839.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000676130.1_387	870	620.000	16.259834	214.000
lcl|NZ_CP020549.1_cds_WP_001282454.1_388	594	344.000	66.553647	486.000
lcl|NZ_CP020549.1_cds_WP_000141495.1_389	1050	800.000	326.693505	5548.000
lcl|NZ_CP020549.1_cds_WP_000600902.1_390	852	602.000	288.203507	3683.000
lcl|NZ_CP020549.1_cds_391	390	140.000	584.811308	1738.000
lcl|NZ_CP020549.1_cds_392	626	376.000	287.042050	2291.075
lcl|NZ_CP020549.1_cds_WP_001155321.1_393	954	704.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000842600.1_394	1983	1733.000	61.215846	2252.000
lcl|NZ_CP020549.1_cds_WP_001032463.1_395	5304	5054.000	5.424776	582.000
lcl|NZ_CP020549.1_cds_WP_208912207.1_396	2160	1910.000	174.619975	7080.000
lcl|NZ_CP020549.1_cds_WP_000248787.1_397	597	347.000	372.111929	2741.000
lcl|NZ_CP020549.1_cds_WP_000179549.1_398	528	278.000	28.807008	170.000
lcl|NZ_CP020549.1_cds_WP_000146532.1_399	342	92.011	302.582317	591.000
lcl|NZ_CP020549.1_cds_WP_000711393.1_400	1158	908.000	69.987444	1349.000
lcl|NZ_CP020549.1_cds_WP_084667761.1_401	1395	1145.000	104.007730	2528.000
lcl|NZ_CP020549.1_cds_WP_208912208.1_402	1425	1175.000	506.159688	12625.000
lcl|NZ_CP020549.1_cds_WP_000518011.1_403	690	440.000	794.839276	7424.000
lcl|NZ_CP020549.1_cds_WP_000771049.1_404	1020	770.000	89.466535	1462.370
lcl|NZ_CP020549.1_cds_WP_000765667.1_405	1233	983.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_231293594.1_406	642	392.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_407	168	6.156	0.000000	0.000
lcl|NZ_CP020549.1_cds_408	123	4.132	794.064585	69.642
lcl|NZ_CP020549.1_cds_WP_000163315.1_409	879	629.000	22.018652	294.000
lcl|NZ_CP020549.1_cds_WP_000373457.1_410	954	704.000	45.501979	680.000
lcl|NZ_CP020549.1_cds_WP_000562441.1_411	1008	758.000	52.763369	849.000
lcl|NZ_CP020549.1_cds_WP_000210617.1_412	1011	761.000	63.388334	1024.000
lcl|NZ_CP020549.1_cds_WP_001224639.1_413	699	449.000	46.898096	447.000
lcl|NZ_CP020549.1_cds_WP_000743661.1_414	996	746.000	34.604754	548.000
lcl|NZ_CP020549.1_cds_WP_000698432.1_415	633	383.000	38.498127	313.000
lcl|NZ_CP020549.1_cds_416	695	445.000	121.739562	1150.000
lcl|NZ_CP020549.1_cds_WP_000754502.1_417	240	16.366	765.658744	266.000
lcl|NZ_CP020549.1_cds_418	826	576.000	130.610011	1597.000
lcl|NZ_CP020549.1_cds_WP_000771077.1_419	1023	773.000	92.325940	1514.988
lcl|NZ_CP020549.1_cds_WP_000391668.1_420	1770	1520.000	4.679801	151.000
lcl|NZ_CP020549.1_cds_WP_000927679.1_421	1956	1706.000	4.887517	177.000
lcl|NZ_CP020549.1_cds_WP_000764149.1_422	438	188.000	7.767797	31.000
lcl|NZ_CP020549.1_cds_WP_000682965.1_423	1137	887.000	4.567398	86.000
lcl|NZ_CP020549.1_cds_WP_000116474.1_424	1284	1034.000	662.927959	14551.000
lcl|NZ_CP020549.1_cds_WP_000454484.1_425	2367	2117.000	53.427559	2401.000
lcl|NZ_CP020549.1_cds_WP_001048155.1_426	615	365.000	251.930635	1952.000
lcl|NZ_CP020549.1_cds_WP_000146861.1_427	873	623.000	114.631820	1516.000
lcl|NZ_CP020549.1_cds_WP_000002019.1_428	303	54.027	1047.192910	1201.000
lcl|NZ_CP020549.1_cds_WP_000622945.1_429	549	299.000	371.664245	2359.000
lcl|NZ_CP020549.1_cds_WP_001035029.1_430	2337	2087.000	68.777128	3047.000
lcl|NZ_CP020549.1_cds_WP_000891492.1_431	1323	1073.000	46.844513	1067.000
lcl|NZ_CP020549.1_cds_WP_000206761.1_432	549	299.000	234.436794	1488.000
lcl|NZ_CP020549.1_cds_WP_000735971.1_433	900	650.000	51.673777	713.000
lcl|NZ_CP020549.1_cds_WP_000884262.1_434	1275	1025.000	141.737425	3084.000
lcl|NZ_CP020549.1_cds_WP_000079361.1_435	372	122.000	324.735657	841.000
lcl|NZ_CP020549.1_cds_WP_000869670.1_436	1365	1115.000	109.721343	2597.000
lcl|NZ_CP020549.1_cds_WP_000400073.1_437	786	536.000	41.307328	470.000
lcl|NZ_CP020549.1_cds_WP_000386347.1_438	435	185.000	837.502621	3289.000
lcl|NZ_CP020549.1_cds_WP_000852948.1_439	975	725.000	398.045777	6126.000
lcl|NZ_CP020549.1_cds_WP_000257841.1_440	225	12.734	17809.456590	4814.000
lcl|NZ_CP020549.1_cds_WP_000857431.1_441	975	725.000	154.773921	2382.000
lcl|NZ_CP020549.1_cds_WP_000167622.1_442	921	671.000	130.582344	1860.000
lcl|NZ_CP020549.1_cds_WP_000763052.1_443	732	482.000	195.468595	2000.000
lcl|NZ_CP020549.1_cds_WP_000774063.1_444	1236	986.000	201.092579	4209.000
lcl|NZ_CP020549.1_cds_WP_001052244.1_445	486	236.000	313.187897	1569.000
lcl|NZ_CP020549.1_cds_WP_000565515.1_446	423	173.000	362.703838	1332.000
lcl|NZ_CP020549.1_cds_WP_000488675.1_447	1368	1118.000	186.451338	4425.000
lcl|NZ_CP020549.1_cds_WP_001173353.1_448	867	617.000	226.072261	2961.000
lcl|NZ_CP020549.1_cds_WP_001017399.1_449	768	518.000	181.520137	1996.000
lcl|NZ_CP020549.1_cds_WP_000148169.1_450	186	7.490	3075.527200	489.000
lcl|NZ_CP020549.1_cds_WP_001246429.1_451	474	224.000	276.128185	1313.000
lcl|NZ_CP020549.1_cds_WP_225791122.1_452	195	8.348	2940.122970	521.000
lcl|NZ_CP020549.1_cds_WP_000203654.1_453	423	173.000	965.304134	3545.000
lcl|NZ_CP020549.1_cds_WP_000510591.1_454	390	140.000	715.367573	2126.000
lcl|NZ_CP020549.1_cds_WP_000568640.1_455	561	311.000	450.479058	2974.000
lcl|NZ_CP020549.1_cds_WP_001008661.1_456	1443	1193.000	159.408817	4037.000
lcl|NZ_CP020549.1_cds_WP_000143736.1_457	1467	1217.000	129.053281	3334.000
lcl|NZ_CP020549.1_cds_WP_000705428.1_458	303	54.027	476.947978	547.000
lcl|NZ_CP020549.1_cds_WP_001025432.1_459	1545	1295.000	205.747073	5656.000
lcl|NZ_CP020549.1_cds_WP_001808557.1_460	198	8.670	1956.107895	360.000
lcl|NZ_CP020549.1_cds_WP_001816247.1_461	177	6.769	2067.080331	297.000
lcl|NZ_CP020549.1_cds_WP_001140948.1_462	189	7.759	21656.034986	3567.000
lcl|NZ_CP020549.1_cds_WP_000216436.1_463	366	116.000	514.937565	1268.000
lcl|NZ_CP020549.1_cds_WP_000036668.1_464	1668	1418.000	361.216175	10873.000
lcl|NZ_CP020549.1_cds_WP_000411765.1_465	1701	1451.000	63.795372	1965.000
lcl|NZ_CP020549.1_cds_WP_001253803.1_466	477	227.000	102.309295	493.000
lcl|NZ_CP020549.1_cds_WP_000218063.1_467	1023	773.000	69.961068	1148.000
lcl|NZ_CP020549.1_cds_WP_001808889.1_468	237	15.531	503.511909	166.000
lcl|NZ_CP020549.1_cds_WP_001027901.1_469	357	107.001	120.630438	274.000
lcl|NZ_CP020549.1_cds_WP_000952973.1_470	1251	1001.000	18.259618	388.000
lcl|NZ_CP020549.1_cds_WP_001130038.1_471	216	11.099	5050.886865	1190.000
lcl|NZ_CP020549.1_cds_WP_000189472.1_472	741	491.000	186.512868	1944.000
lcl|NZ_CP020549.1_cds_WP_001227307.1_473	1566	1316.000	147.158591	4111.000
lcl|NZ_CP020549.1_cds_WP_000750640.1_474	1890	1640.000	34.181974	1190.000
lcl|NZ_CP020549.1_cds_475	504	254.000	17.980872	96.951
lcl|NZ_CP020549.1_cds_WP_000280773.1_476	846	596.000	216.649060	2741.000
lcl|NZ_CP020549.1_cds_WP_000904605.1_477	1062	812.000	21.581466	372.000
lcl|NZ_CP020549.1_cds_WP_000260636.1_478	2325	2075.000	535.781771	23600.000
lcl|NZ_CP020549.1_cds_WP_000400090.1_479	1263	1013.000	0.464790	9.995
lcl|NZ_CP020549.1_cds_WP_000933117.1_480	1530	1280.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000757840.1_481	2652	2402.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000836212.1_482	1935	1685.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_176717987.1_483	1182	932.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000241147.1_484	903	653.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000370516.1_485	894	644.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000030223.1_486	852	602.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000384133.1_487	285	38.947	331.416746	274.000
lcl|NZ_CP020549.1_cds_WP_000628994.1_488	1224	974.000	20.990598	434.000
lcl|NZ_CP020549.1_cds_WP_001059630.1_489	1323	1073.000	5.004943	114.000
lcl|NZ_CP020549.1_cds_WP_000236914.1_490	1887	1637.000	6.100722	212.000
lcl|NZ_CP020549.1_cds_WP_000836780.1_491	345	95.007	21.816857	44.000
lcl|NZ_CP020549.1_cds_WP_000429423.1_492	1413	1163.000	5.792291	143.000
lcl|NZ_CP020549.1_cds_WP_000359743.1_493	1680	1430.000	4.842564	147.000
lcl|NZ_CP020549.1_cds_WP_001814392.1_494	1440	1190.000	35.350742	893.000
lcl|NZ_CP020549.1_cds_WP_000691683.1_495	1350	1100.000	36.315933	848.000
lcl|NZ_CP020549.1_cds_WP_001063601.1_496	849	599.000	41.445542	527.000
lcl|NZ_CP020549.1_cds_WP_000403171.1_497	549	299.000	54.040202	343.000
lcl|NZ_CP020549.1_cds_WP_000656523.1_498	1683	1433.000	31.525824	959.000
lcl|NZ_CP020549.1_cds_WP_001148099.1_499	831	581.000	34.459330	425.000
lcl|NZ_CP020549.1_cds_WP_000181388.1_500	504	254.000	12.611572	68.000
lcl|NZ_CP020549.1_cds_WP_000185826.1_501	564	314.000	293.149355	1954.000
lcl|NZ_CP020549.1_cds_WP_001842683.1_502	651	401.000	92.336244	786.000
lcl|NZ_CP020549.1_cds_WP_000867296.1_503	390	140.000	240.250445	714.000
lcl|NZ_CP020549.1_cds_WP_000333653.1_504	450	200.000	212.221229	901.000
lcl|NZ_CP020549.1_cds_WP_000418402.1_505	588	338.000	503.971239	3616.000
lcl|NZ_CP020549.1_cds_WP_000105240.1_506	1608	1358.000	103.443189	2982.000
lcl|NZ_CP020549.1_cds_WP_000026645.1_507	1632	1382.000	52.425469	1538.000
lcl|NZ_CP020549.1_cds_WP_000795198.1_508	4914	4664.000	7.322738	725.000
lcl|NZ_CP020549.1_cds_WP_001096743.1_509	1197	947.000	596.534650	11992.000
lcl|NZ_CP020549.1_cds_WP_000119888.1_510	528	278.000	51.174803	302.000
lcl|NZ_CP020549.1_cds_WP_000659547.1_511	357	107.001	197.675425	449.000
lcl|NZ_CP020549.1_cds_WP_001122900.1_512	1347	1097.000	95.246483	2218.000
lcl|NZ_CP020549.1_cds_WP_001808898.1_513	120	4.038	93.338798	8.000
lcl|NZ_CP020549.1_cds_WP_000410533.1_514	150	5.178	181.967478	20.000
lcl|NZ_CP020549.1_cds_WP_001067590.1_515	138	4.663	171.755918	17.000
lcl|NZ_CP020549.1_cds_WP_000187204.1_516	189	7.759	1384.237728	228.000
lcl|NZ_CP020549.1_cds_WP_000029055.1_517	1464	1214.000	51.531576	1328.000
lcl|NZ_CP020549.1_cds_WP_000229101.1_518	2334	2084.000	57.144362	2528.000
lcl|NZ_CP020549.1_cds_519	510	260.000	13.407642	74.000
lcl|NZ_CP020549.1_cds_WP_000255781.1_520	1035	785.000	1650.817947	27509.000
lcl|NZ_CP020549.1_cds_WP_000046035.1_521	525	275.000	2357.966076	13765.000
lcl|NZ_CP020549.1_cds_WP_000034662.1_522	1824	1574.000	3010.867210	100601.000
lcl|NZ_CP020549.1_cds_WP_000114422.1_523	357	107.001	4053.887122	9208.000
lcl|NZ_CP020549.1_cds_WP_001066301.1_524	1137	887.000	1029.842050	19391.000
lcl|NZ_CP020549.1_cds_WP_000777760.1_525	288	41.248	569.890746	499.000
lcl|NZ_CP020549.1_cds_WP_001278301.1_526	411	161.000	146.883114	502.000
lcl|NZ_CP020549.1_cds_WP_000889919.1_527	732	482.000	66.557056	681.000
lcl|NZ_CP020549.1_cds_WP_000653766.1_528	1050	800.000	61.181426	1039.000
lcl|NZ_CP020549.1_cds_WP_000132572.1_529	330	80.056	48.251889	82.000
lcl|NZ_CP020549.1_cds_WP_000876676.1_530	339	89.016	212.740343	402.000
lcl|NZ_CP020549.1_cds_WP_001219147.1_531	738	488.000	72.785615	754.000
lcl|NZ_CP020549.1_cds_532	1300	1050.000	50.293325	1121.000
lcl|NZ_CP020549.1_cds_WP_000358817.1_533	156	5.473	275.453540	32.000
lcl|NZ_CP020549.1_cds_534	1362	1112.000	19.529457	461.000
lcl|NZ_CP020549.1_cds_535	2158	1908.000	18.418510	746.000
lcl|NZ_CP020549.1_cds_WP_001093261.1_536	198	8.670	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001093248.1_537	270	28.977	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000379967.1_538	231	14.032	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000346298.1_539	120	4.038	490.028691	42.000
lcl|NZ_CP020549.1_cds_WP_000727118.1_540	165	5.972	0.000000	0.000
lcl|NZ_CP020549.1_cds_541	404	154.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000877381.1_542	384	134.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000760510.1_543	690	440.000	26.230553	245.000
lcl|NZ_CP020549.1_cds_WP_001818347.1_544	234	14.754	603.450914	189.000
lcl|NZ_CP020549.1_cds_WP_000394049.1_545	612	362.000	77.298649	594.000
lcl|NZ_CP020549.1_cds_WP_000363002.1_546	795	545.000	172.786706	1999.000
lcl|NZ_CP020549.1_cds_WP_001266083.1_547	636	386.000	212.717938	1743.000
lcl|NZ_CP020549.1_cds_548	102	3.543	1263.089612	95.000
lcl|NZ_CP020549.1_cds_WP_208912210.1_549	378	128.000	526.651871	1431.000
lcl|NZ_CP020549.1_cds_WP_000032273.1_550	1137	887.000	210.206531	3958.000
lcl|NZ_CP020549.1_cds_WP_000857562.1_551	294	46.126	749.629237	734.000
lcl|NZ_CP020549.1_cds_WP_001041386.1_552	300	51.326	939.854599	1024.000
lcl|NZ_CP020549.1_cds_WP_208912212.1_553	2808	2558.000	322.278653	17500.000
lcl|NZ_CP020549.1_cds_WP_208912235.1_554	342	92.011	490.480303	958.000
lcl|NZ_CP020549.1_cds_WP_000840397.1_555	780	530.000	5.510739	62.000
lcl|NZ_CP020549.1_cds_WP_000522938.1_556	183	7.236	52.082532	8.000
lcl|NZ_CP020549.1_cds_WP_000368737.1_557	234	14.754	753.515427	236.000
lcl|NZ_CP020549.1_cds_WP_000129091.1_558	1335	1085.000	53.881053	1241.000
lcl|NZ_CP020549.1_cds_WP_000119708.1_559	255	21.585	421.212968	193.000
lcl|NZ_CP020549.1_cds_WP_000038617.1_560	396	146.000	221.020086	685.000
lcl|NZ_CP020549.1_cds_WP_000580663.1_561	450	200.000	105.757305	449.000
lcl|NZ_CP020549.1_cds_WP_000124546.1_562	561	311.000	36.504860	241.000
lcl|NZ_CP020549.1_cds_WP_000550021.1_563	579	329.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000032224.1_564	2652	2402.000	86.782929	4425.000
lcl|NZ_CP020549.1_cds_WP_000516547.1_565	165	5.972	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_012291615.1_566	909	659.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_012291598.1_567	672	422.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001192126.1_568	804	554.000	29.676296	349.000
lcl|NZ_CP020549.1_cds_WP_001813573.1_569	1146	896.000	11.671831	222.000
lcl|NZ_CP020549.1_cds_WP_001828245.1_570	543	293.000	18.167905	113.000
lcl|NZ_CP020549.1_cds_WP_001856404.1_571	633	383.000	13.160701	107.000
lcl|NZ_CP020549.1_cds_WP_000584535.1_572	840	590.000	6.068140	76.000
lcl|NZ_CP020549.1_cds_WP_000120569.1_573	1839	1589.000	11.384170	384.000
lcl|NZ_CP020549.1_cds_WP_000151860.1_574	1416	1166.000	13.615243	337.000
lcl|NZ_CP020549.1_cds_WP_001813261.1_575	1047	797.000	22.224068	376.000
lcl|NZ_CP020549.1_cds_WP_000619951.1_576	510	260.000	42.759507	236.000
lcl|NZ_CP020549.1_cds_WP_000961546.1_577	2406	2156.000	23.204371	1062.000
lcl|NZ_CP020549.1_cds_WP_000597967.1_578	1002	752.000	78.617625	1255.000
lcl|NZ_CP020549.1_cds_579	489	239.000	20.695953	105.000
lcl|NZ_CP020549.1_cds_WP_001811621.1_580	267	27.299	6.902389	4.000
lcl|NZ_CP020549.1_cds_WP_000108270.1_581	2250	2000.000	8.220334	349.000
lcl|NZ_CP020549.1_cds_WP_000089979.1_582	867	617.000	8.703897	114.000
lcl|NZ_CP020549.1_cds_WP_012291609.1_583	2214	1964.000	72.436839	3020.000
lcl|NZ_CP020549.1_cds_WP_000539973.1_584	618	368.000	64.389373	503.000
lcl|NZ_CP020549.1_cds_WP_000613653.1_585	885	635.000	63.577161	857.000
lcl|NZ_CP020549.1_cds_WP_041864722.1_586	1344	1094.000	116.607201	2708.000
lcl|NZ_CP020549.1_cds_WP_000567914.1_587	387	137.000	332.850192	968.000
lcl|NZ_CP020549.1_cds_WP_001201732.1_588	885	635.000	160.537895	2164.000
lcl|NZ_CP020549.1_cds_WP_001166172.1_589	600	350.000	14.266973	106.000
lcl|NZ_CP020549.1_cds_590	171	6.349	104.876946	14.136
lcl|NZ_CP020549.1_cds_WP_001068289.1_591	1278	1028.000	10.768836	235.000
lcl|NZ_CP020549.1_cds_WP_000173729.1_592	648	398.000	16.215544	137.000
lcl|NZ_CP020549.1_cds_WP_000902984.1_593	1380	1130.000	20.218891	485.000
lcl|NZ_CP020549.1_cds_WP_198524447.1_594	84	3.144	44.956984	3.000
lcl|NZ_CP020549.1_cds_WP_000697960.1_595	657	407.000	22.801628	197.000
lcl|NZ_CP020549.1_cds_WP_000831370.1_596	1329	1079.000	20.650650	473.000
lcl|NZ_CP020549.1_cds_WP_001019003.1_597	882	632.000	1351.296976	18129.000
lcl|NZ_CP020549.1_cds_WP_000843701.1_598	1191	941.000	53.465750	1068.000
lcl|NZ_CP020549.1_cds_WP_000443872.1_599	660	410.000	45.269573	394.000
lcl|NZ_CP020549.1_cds_WP_000131135.1_600	678	428.000	35.991340	327.000
lcl|NZ_CP020549.1_cds_WP_000726163.1_601	795	545.000	37.254162	431.000
lcl|NZ_CP020549.1_cds_WP_001229592.1_602	759	509.000	37.760385	408.000
lcl|NZ_CP020549.1_cds_WP_012291599.1_603	2223	1973.000	41.353744	1732.000
lcl|NZ_CP020549.1_cds_WP_000065630.1_604	1662	1412.000	185.028744	5546.000
lcl|NZ_CP020549.1_cds_WP_000290030.1_605	780	530.000	18.754290	211.000
lcl|NZ_CP020549.1_cds_WP_000286587.1_606	1221	971.000	26.780204	552.000
lcl|NZ_CP020549.1_cds_WP_001229522.1_607	1233	983.000	69.008567	1440.000
lcl|NZ_CP020549.1_cds_WP_001267415.1_608	702	452.000	183.950218	1765.000
lcl|NZ_CP020549.1_cds_WP_001061134.1_609	1848	1598.000	18.395087	624.000
lcl|NZ_CP020549.1_cds_WP_001015746.1_610	834	584.000	38.476855	477.000
lcl|NZ_CP020549.1_cds_WP_000714633.1_611	801	551.000	34.112640	399.000
lcl|NZ_CP020549.1_cds_WP_000670172.1_612	606	356.000	215.426157	1628.000
lcl|NZ_CP020549.1_cds_WP_000560281.1_613	1401	1151.000	263.779859	6445.000
lcl|NZ_CP020549.1_cds_WP_000078149.1_614	579	329.000	52.119413	364.000
lcl|NZ_CP020549.1_cds_615	288	41.248	238.691715	209.000
lcl|NZ_CP020549.1_cds_WP_001074656.1_616	1326	1076.000	256.160322	5851.000
lcl|NZ_CP020549.1_cds_WP_001077220.1_617	1038	788.000	5.320566	89.000
lcl|NZ_CP020549.1_cds_WP_000335636.1_618	462	212.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_000747731.1_619	717	467.000	0.000000	0.000
lcl|NZ_CP020549.1_cds_WP_001085808.1_620	426	176.000	1832.391450	6846.000
lcl|NZ_CP020549.1_cds_WP_001085675.1_621	690	440.000	1425.978491	13319.000
lcl|NZ_CP020549.1_cds_622	138	4.663	97.992767	9.699
lcl|NZ_CP020549.1_cds_WP_001819359.1_623	363	113.000	19.593506	47.000
lcl|NZ_CP020549.1_cds_WP_001240806.1_624	993	743.000	158.632631	2502.000
lcl|NZ_CP020549.1_cds_WP_000594188.1_625	819	569.000	107.131218	1294.000
lcl|NZ_CP020549.1_cds_WP_000760712.1_626	786	536.000	154.770648	1761.000
lcl|NZ_CP020549.1_cds_WP_001808742.1_627	279	34.644	879.775825	647.000
